EmpID,FirstName,LastName,FullName,StartDate,ExitDate,TitleOfJob,Supervisor,EmployerEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,CurrentEmployeeRating
3949,Claudia N,Carr,Claudia N Carr,9-20-2022,07-04-2023,Sr. DBA,Natasha Walton,claudia n.carr@bilearner.com,SVG,Future Start,Full-Time,Zone A,Temporary,Voluntary,City week discussion success month push.,IT/IS,General - Con,3-17-1991,MA,Laborer,Female,1886,White,Single,Fully Meets,3
3951,Taisha,Goble,Taisha Goble,4-25-2021,02-12-2023,Database Administrator,Joseph Jensen,taisha.goble@bilearner.com,MSC,Terminated for Cause,Contract,Zone A,Temporary,Resignation,Model candidate worker writer.,IT/IS,Wireline Construction,09-07-1961,MA,Groundman,Female,2127,Asian,Divorced,Fully Meets,3
3955,Draven,Giles,Draven Giles,2-16-2020,3-16-2023,Database Administrator,Aaron Richards,draven.giles@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Resignation,Detail positive wall bag project travel.,IT/IS,Project Management - Con,10-28-1998,MA,Coordinator,Female,31207,Hispanic,Married,Fully Meets,3
3956,Aliana,Shaw,Aliana Shaw,08-07-2019,03-08-2023,Database Administrator,Joseph Shelton,aliana.shaw@bilearner.com,EW,Active,Contract,Zone A,Temporary,Retirement,Billion same enter green imagine mouth country.,IT/IS,General - Sga,01-02-1997,TX,Foreman,Female,6158,Black,Widowed,Fully Meets,3
3959,Braylen,Mendoza,Braylen Mendoza,11-11-2022,7-14-2023,Data Architect,Douglas Chapman,braylen.mendoza@bilearner.com,PYZ,Terminated for Cause,Part-Time,Zone A,Full-Time,Resignation,Threat high fine everyone out.,IT/IS,General - Con,8-20-1988,TX,Foreman,Male,42665,Hispanic,Single,Fully Meets,3
3964,Marlee,Stevens,Marlee Stevens,06-07-2021,1-25-2023,Sr. Accountant,Wendy Jackson,marlee.stevens@bilearner.com,PYZ,Future Start,Part-Time,Zone A,Temporary,Involuntary,Soon agency begin song.,IT/IS,Aerial,2-26-2001,MA,Lineman,Male,21007,Black,Single,Exceeds,3
3966,Konner,Villegas,Konner Villegas,10-19-2018,09-04-2021,Software Engineer,Ruth Myers,konner.villegas@bilearner.com,NEL,Future Start,Contract,Zone A,Part-Time,Voluntary,Tree six high notice after news.,Software Engineering,Field Operations,4-28-1978,MA,Laborer,Female,5707,Black,Single,Fully Meets,3
3967,Anastasia,Gillespie,Anastasia Gillespie,12-03-2018,1-20-2021,Data Analyst,Harold Jones,anastasia.gillespie@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Involuntary,Today policy same expert close drive drug.,IT/IS,Finance & Accounting,7-19-1955,MA,Administration,Female,10856,Black,Married,Fully Meets,3
3970,Macy,Webster,Macy Webster,10-04-2020,4-27-2023,Database Administrator,Cynthia Gardner,macy.webster@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Voluntary,Push reflect pay similar movement others morning.,IT/IS,Field Operations,11-08-1950,MA,Foreman,Female,44077,Other,Married,Exceeds,3
3973,Brooklyn,Tanner,Brooklyn Tanner,9-21-2018,6-22-2023,Database Administrator,Jason Sims,brooklyn.tanner@bilearner.com,WBL,Terminated for Cause,Part-Time,Zone C,Temporary,Resignation,Professor now audience lay box.,IT/IS,Field Operations,5-22-1973,TX,Laborer,Female,50856,Hispanic,Single,Exceeds,3
3974,Zander,Franco,Zander Franco,12-25-2018,07-10-2019,Data Architect,Ronnie Garcia,zander.franco@bilearner.com,BPC,Terminated for Cause,Part-Time,Zone C,Full-Time,Involuntary,Way appear summer strong.,IT/IS,General - Eng,01-07-1986,TX,Engineer,Male,97255,Other,Married,Exceeds,3
3975,Kianna,Rhodes,Kianna Rhodes,11-03-2020,9-25-2022,CIO,Curtis Hill,kianna.rhodes@bilearner.com,CCDR,Terminated for Cause,Part-Time,Zone B,Temporary,Voluntary,Doctor good process certainly successful ask.,IT/IS,Field Operations,1-25-1999,TX,Technician,Male,44793,Asian,Single,Fully Meets,3
3979,Peyton,Phelps,Peyton Phelps,1-25-2021,06-11-2022,Software Engineering Manager,Emma Allen,peyton.phelps@bilearner.com,WBL,Future Start,Contract,Zone C,Temporary,Resignation,Front car keep.,IT/IS,Technology / It,10-30-1967,MA,Controller,Female,5067,Black,Married,Fully Meets,3
3981,Kiara,Fox,Kiara Fox,7-24-2020,04-09-2023,Data Analyst,Richard Bailey,kiara.fox@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Resignation,In throw short war process series ground.,IT/IS,Field Operations,02-07-1960,MA,Laborer,Female,35765,Black,Divorced,Fully Meets,3
3984,Christine,Skinner,Christine Skinner,02-10-2022,06-08-2022,Database Administrator,Thomas Ramirez,christine.skinner@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Retirement,If require particularly civil.,IT/IS,Wireline Construction,7-23-1963,TX,Laborer,Female,67986,Hispanic,Single,Fully Meets,3
3985,Zayne,Mccullough,Zayne Mccullough,1-13-2023,5-19-2023,Database Administrator,Melissa Turner,zayne.mccullough@bilearner.com,MSC,Terminated for Cause,Part-Time,Zone A,Part-Time,Resignation,Network dinner again position three.,IT/IS,People Services,1-18-1992,TX,Director,Male,26193,White,Widowed,Fully Meets,3
3987,Aydan,Benjamin,Aydan Benjamin,2-25-2022,7-19-2022,Data Architect,Lindsay Nelson,aydan.benjamin@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone A,Full-Time,Retirement,Appear happen list.,IT/IS,Catv,05-03-1982,TX,Supervisor,Male,81376,Other,Widowed,Exceeds,3
3988,Kenzie,Mullins,Kenzie Mullins,7-21-2022,11-21-2022,Sr. DBA,Anthony Williams,kenzie.mullins@bilearner.com,SVG,Leave of Absence,Contract,Zone A,Temporary,Voluntary,Successful center consider.,IT/IS,Shop (Fleet),6-17-1981,MA,Mechanic,Female,73583,White,Widowed,Fully Meets,3
3990,Damarion,Schneider,Damarion Schneider,12-02-2019,12-26-2019,Sr. Accountant,Caitlin Murphy,damarion.schneider@bilearner.com,WBL,Future Start,Contract,Zone C,Temporary,Involuntary,Follow hit perform arm.,IT/IS,Safety,12-18-1956,MA,Safety,Male,73329,White,Divorced,Fully Meets,3
3992,Evelin,Snow,Evelin Snow,12-08-2022,05-07-2023,Data Analyst,Roy Villegas,evelin.snow@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Voluntary,Teach left short key over.,IT/IS,General - Eng,12-28-1961,MA,Technician,Male,49077,Black,Married,Fully Meets,3
3995,Cortez,Murillo,Cortez Murillo,7-15-2019,06-01-2021,Database Administrator,Stuart White,cortez.murillo@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Resignation,Or break sea say owner. Often guy local.,IT/IS,Wireline Construction,12-08-1946,MA,Project Manager,Female,95641,Black,Widowed,Exceeds,3
3998,Ace,Krause,Ace Krause,12-24-2021,7-27-2022,Database Administrator,Brittany Rubio,ace.krause@bilearner.com,CCDR,Terminated for Cause,Full-Time,Zone B,Full-Time,Resignation,Performance reflect military enter color.,IT/IS,Yard (Material Handling),1-22-1971,TX,Administrative,Female,82557,Other,Married,Fully Meets,3
3999,Reuben,Davila,Reuben Davila,4-17-2019,8-17-2021,Database Administrator,John Henderson,reuben.davila@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone B,Full-Time,Involuntary,Ball when check interview score manager.,IT/IS,Engineers,02-01-1943,TX,Engineer,Male,13760,Asian,Single,Exceeds,3
4000,Angelique,Mann,Angelique Mann,10-26-2019,06-08-2021,Data Architect,Eugene Morgan,angelique.mann@bilearner.com,PYZ,Terminated for Cause,Contract,Zone C,Full-Time,Involuntary,Stop air whole generation adult song.,IT/IS,Field Operations,3-31-1960,TX,Technician,Male,18464,Black,Divorced,Fully Meets,3
1002,Sandra,Martin,Sandra Martin,12-12-2022,5-28-2023,Software Engineer,Angela Hayes,sandra.martin@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Involuntary,Behind buy our of very claim.,Software Engineering,Catv,07-08-1950,MA,Foreman,Female,2135,Asian,Widowed,Fully Meets,3
1003,Keyla,Del Bosque,Keyla Del Bosque,03-08-2023,3-15-2023,Software Engineer,Christina Copeland,keyla.del bosque@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Voluntary,Some make teach quite range seem conference.,Software Engineering,Field Operations,11-23-1973,MA,Foreman,Female,2176,White,Married,Fully Meets,3
1004,Andrew,Szabo,Andrew Szabo,5-29-2020,03-05-2021,Software Engineer,Jennifer Cohen,andrew.szabo@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Involuntary,Enter beautiful social store.,Software Engineering,Project Management - Con,1-27-1957,MA,Coordinator,Male,2140,Black,Single,Fully Meets,3
1006,Colby,Andreola,Colby Andreola,8-15-2021,11-20-2021,Software Engineer,Beth Johnson,colby.andreola@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Throughout yet in serious here wish.,Software Engineering,Engineers,2-19-1959,MA,Administrative,Female,2110,White,Widowed,Fully Meets,3
1007,Edward,TRUE,Edward TRUE,10-25-2020,9-26-2021,Software Engineer,Raymond Adams,edward.true@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Recently however meeting economic.,Software Engineering,General - Con,3-18-2000,MA,Lineman,Male,2451,Black,Widowed,Fully Meets,3
1008,Judith,Carabbio,Judith Carabbio,8-28-2019,05-04-2020,Software Engineer,Jessica Rhodes,judith.carabbio@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Instead story skill financial who.,Software Engineering,General - Con,12-21-1981,MA,Foreman,Female,2132,Hispanic,Married,Fully Meets,3
1009,Adell,Saada,Adell Saada,6-13-2019,01-12-2023,Software Engineer,Steven Tran,adell.saada@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Retirement,Exactly vote including easy.,Software Engineering,General - Con,03-01-1987,MA,Model Assistant,Female,2132,Other,Single,Fully Meets,3
1010,Kamari,Hunter,Kamari Hunter,01-12-2021,3-18-2022,Software Engineer,Kristen Collier,kamari.hunter@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,West note present Mr woman family.,Software Engineering,Field Operations,10-21-1992,MA,Supervisor,Male,12889,Hispanic,Divorced,Fully Meets,3
1011,Sarah,Malone,Sarah Malone,02-07-2022,02-12-2023,Software Engineer,David Lopez,sarah.malone@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Professor situation they bag interest there.,Software Engineering,General - Con,2-22-1948,MA,Foreman,Male,21340,Hispanic,Married,Fully Meets,3
1012,Skyler,Blackwell,Skyler Blackwell,11-09-2020,06-06-2021,Software Engineer,Candice Schmidt,skyler.blackwell@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Temporary,Involuntary,Get apply economy artist right benefit ground.,Software Engineering,General - Eng,10-03-1978,MA,Administrative,Male,67544,White,Single,Fully Meets,3
1014,Kole,Quinn,Kole Quinn,12-31-2022,7-13-2023,Shared Services Manager,Jermaine Weaver,kole.quinn@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Retirement,I back place no three offer economic.,Software Engineering,Catv,7-13-1953,MA,Clerk,Male,2562,Other,Single,Fully Meets,3
1016,Jayda,Reese,Jayda Reese,2-21-2020,5-29-2021,Senior BI Developer,Tyler Davis,jayda.reese@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Involuntary,Friend agree stock teach price fish.,Admin Offices,Shop (Fleet),03-08-1956,MA,Mechanic,Female,64065,White,Single,Fully Meets,3
1017,Julien,Whitehead,Julien Whitehead,09-07-2020,12-15-2021,Senior BI Developer,Joshua Gonzalez,julien.whitehead@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Involuntary,True system strong often experience.,Admin Offices,Field Operations,07-05-1947,MA,Laborer,Female,97374,Black,Single,Fully Meets,3
1018,Alan,Haynes,Alan Haynes,6-19-2020,12-08-2021,Senior BI Developer,Justin Sherman,alan.haynes@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Involuntary,When price group admit fall fly around.,Admin Offices,General - Con,2-24-1942,MA,Laborer,Female,87646,White,Married,Fully Meets,3
1019,Kamryn,Herrera,Kamryn Herrera,10-14-2022,7-28-2023,Software Engineer,Sara Holland,kamryn.herrera@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Article tough away forward home. Night author so.,Software Engineering,Fielders,11-28-1978,MA,Engineer,Male,77974,Hispanic,Widowed,Fully Meets,3
1020,Kelvin,Foster,Kelvin Foster,6-20-2023,7-18-2023,Software Engineer,Shelia Graham,kelvin.foster@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Man issue never strategy will maintain resource.,Software Engineering,Field Operations,12-20-1990,MA,Supervisor,Female,42126,Black,Widowed,Fully Meets,3
1021,Joe,Fletcher,Joe Fletcher,11-09-2020,7-17-2023,Software Engineer,Amanda Hayden,joe.fletcher@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Section hospital clearly season history.,Software Engineering,General - Eng,1-25-1989,MA,Billing,Male,51613,Hispanic,Single,Fully Meets,3
1023,Nickolas,Davila,Nickolas Davila,11-09-2018,10-10-2021,Shared Services Manager,Debra Morales,nickolas.davila@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Voluntary,Each wish foot person morning per significant.,Software Engineering,General - Con,04-05-1992,MA,Clerk,Male,64122,Hispanic,Divorced,Fully Meets,3
1024,Kasey,Boyer,Kasey Boyer,12-30-2018,6-23-2021,Shared Services Manager,Chad Andrews,kasey.boyer@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Involuntary,Free may every real agency as blue maintain.,Software Engineering,Fielders,3-30-1987,MA,Coordinator,Female,91332,Other,Divorced,Fully Meets,3
1025,Giovanni,Jenkins,Giovanni Jenkins,05-11-2023,5-15-2023,Senior BI Developer,John Wallace,giovanni.jenkins@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Retirement,Quite none ten order.,Admin Offices,Field Operations,11-13-1960,MA,Foreman,Female,39827,Other,Divorced,Fully Meets,3
1026,Alexis,Moss,Alexis Moss,11-03-2022,02-09-2023,Senior BI Developer,Benjamin Frederick,alexis.moss@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Resignation,Where forward evening huge cost share eat.,Admin Offices,Engineers,11-07-1950,MA,Engineer,Female,27418,Other,Widowed,Fully Meets,3
1027,Joanna,Murphy,Joanna Murphy,6-14-2020,5-29-2021,Senior BI Developer,Michael Ramos,joanna.murphy@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Open test message part risk.,Admin Offices,General - Con,12-21-1962,MA,Flagger,Male,24931,Other,Single,Fully Meets,3
1028,Joseph,Schmidt,Joseph Schmidt,10-15-2019,01-01-2023,Software Engineer,Donna Boone,joseph.schmidt@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Federal less every character section think white.,Software Engineering,General - Con,10-22-2000,MA,Model Assistant,Male,2121,Asian,Single,Fully Meets,3
1032,Kiley,Haynes,Kiley Haynes,4-19-2022,8-26-2022,Software Engineer,Dominique Bailey,kiley.haynes@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Off part culture choose strong public.,Software Engineering,Aerial,07-01-1954,MA,Laborer,Male,50656,Asian,Widowed,Fully Meets,3
1036,Kody,Jimenez,Kody Jimenez,07-06-2021,11-25-2021,Senior BI Developer,Daniel Moore,kody.jimenez@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Teacher door money tend song.,Admin Offices,Field Operations,08-08-1993,MA,Foreman,Male,15346,Asian,Single,Fully Meets,3
1037,Zoe,Colon,Zoe Colon,9-24-2020,11-02-2020,Software Engineer,Stacey Vargas,zoe.colon@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Accept knowledge drop bar understand.,Software Engineering,Fielders,7-27-1993,MA,Engineer,Male,4876,Other,Widowed,Fully Meets,3
1039,Nolan,Perez,Nolan Perez,8-22-2019,3-25-2022,Software Engineer,Joshua Daniels,nolan.perez@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Under follow guess lot minute able history face.,Software Engineering,Finance & Accounting,11-17-1982,MA,Administrative,Female,46407,Other,Widowed,Fully Meets,3
1040,Katrina,Farrell,Katrina Farrell,7-25-2019,12-17-2022,Software Engineer,Mark Mays,katrina.farrell@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Main customer television phone staff family.,Software Engineering,Field Operations,4-25-1972,MA,Technician,Male,74234,White,Divorced,Fully Meets,3
1041,Camden,Kelly,Camden Kelly,11-11-2019,01-10-2020,Software Engineer,Brandon Ortiz,camden.kelly@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Suffer consider store find up.,Software Engineering,Engineers,11-04-1976,MA,Administrative,Male,45272,White,Single,Fully Meets,3
1043,Kale,Lang,Kale Lang,12-19-2022,05-10-2023,Shared Services Manager,Matthew Patel,kale.lang@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Resignation,Agreement particular scene also war who.,Software Engineering,Splicing,12-16-1955,MA,Billing,Female,65963,White,Married,Fully Meets,3
1045,Elliott,Ashley,Elliott Ashley,10-04-2020,2-27-2023,Senior BI Developer,Kelly Williams,elliott.ashley@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Involuntary,Artist technology ever body provide today doctor.,Admin Offices,Catv,06-10-1963,MA,Foreman,Female,11164,Black,Single,Fully Meets,3
1046,Genesis,Todd,Genesis Todd,4-23-2022,08-03-2022,Software Engineer,Jose Daniel,genesis.todd@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Former treat check special economy.,Software Engineering,Underground,11-17-1962,MA,Laborer,Male,65978,White,Single,Fully Meets,3
1049,Demarion,Morrow,Demarion Morrow,5-30-2019,12-19-2020,Software Engineer,Patricia Brewer,demarion.morrow@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Plan capital firm foreign.,Software Engineering,Field Operations,9-26-1954,MA,Technician,Male,16259,White,Married,Fully Meets,3
1051,Devon,Hinton,Devon Hinton,04-08-2022,01-11-2023,Software Engineer,Allison York,devon.hinton@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Her office place.,Software Engineering,Field Operations,4-29-1981,MA,Operator,Male,14669,White,Divorced,Fully Meets,3
1052,Jacquelyn,Johns,Jacquelyn Johns,2-25-2021,06-04-2021,Shared Services Manager,Christopher Romero,jacquelyn.johns@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Plant enjoy these drive themselves never hit PM.,Software Engineering,General - Con,6-21-1980,MA,Foreman,Female,52448,Hispanic,Single,Fully Meets,3
1053,Blaine,Keith,Blaine Keith,3-13-2019,04-07-2021,Shared Services Manager,Timothy Hansen,blaine.keith@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Resignation,Wind commercial in ahead will realize.,Software Engineering,Project Management - Con,7-25-1947,MA,Project Manager,Female,43336,Hispanic,Divorced,Fully Meets,3
1060,Frida,Livingston,Frida Livingston,10-10-2018,12-25-2018,Shared Services Manager,Sandra Black,frida.livingston@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Voluntary,Improve center sure Mr respond for recent.,Software Engineering,General - Con,02-05-1976,MA,Project Manager,Female,20331,Black,Single,Fully Meets,3
1062,Travis,Vasquez,Travis Vasquez,5-18-2019,1-14-2020,Software Engineer,Amanda Hale,travis.vasquez@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Rise activity learn step power simple sure.,Software Engineering,Engineers,11-03-1969,MA,Program Manager,Male,59717,Hispanic,Married,Fully Meets,3
1064,Wyatt,Donovan,Wyatt Donovan,3-30-2022,4-13-2022,Software Engineer,Terry Durham,wyatt.donovan@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,North help rock stage someone book.,Software Engineering,Field Operations,2-24-1987,MA,Technician,Male,67106,White,Divorced,Fully Meets,3
1066,Gage,Weeks,Gage Weeks,12-27-2021,01-05-2023,Software Engineer,Summer Moreno,gage.weeks@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Face garden central since several food.,Software Engineering,Catv,4-23-1981,MA,Operator,Male,61106,Hispanic,Single,Fully Meets,3
1069,Wyatt,Edwards,Wyatt Edwards,10-13-2018,5-28-2023,Shared Services Manager,Cassandra Smith,wyatt.edwards@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Resignation,Really full stand face explain would keep energy.,Software Engineering,General - Con,9-13-1975,MA,Foreman,Female,30264,Other,Widowed,Fully Meets,3
1070,Karla,Reed,Karla Reed,12-15-2018,5-28-2022,Shared Services Manager,Warren Baker,karla.reed@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Resignation,Or add data indicate account father early these.,Software Engineering,General - Sga,11-04-1998,MA,Project Manager,Male,22326,Black,Married,Fully Meets,3
1071,Yadira,Mcmillan,Yadira Mcmillan,3-28-2019,10-17-2020,Software Engineer,Amy Bell,yadira.mcmillan@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Guy ten dream. Thing he care series.,Software Engineering,Field Operations,6-23-1968,MA,Laborer,Male,30139,Black,Married,Fully Meets,3
1074,Lilianna,Mccall,Lilianna Mccall,2-19-2021,2-24-2023,Software Engineer,Robert Garcia,lilianna.mccall@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Professional usually hospital worker among.,Software Engineering,General - Con,07-08-1983,MA,Laborer,Male,86545,Asian,Divorced,Fully Meets,3
1075,Salvador,Thomas,Salvador Thomas,11-05-2022,4-16-2023,Software Engineer,Nicholas Martinez,salvador.thomas@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Health American identify meeting.,Software Engineering,Engineers,4-23-1968,MA,Engineer,Male,76670,Asian,Married,Fully Meets,3
1076,Jair,Silva,Jair Silva,3-22-2020,9-28-2020,Software Engineer,Carlos Barnes,jair.silva@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Gun bill spend anyone.,Software Engineering,General - Eng,1-28-1943,MA,Administrative,Female,29368,White,Widowed,Fully Meets,3
1078,Litzy,Conner,Litzy Conner,2-24-2020,6-16-2021,Software Engineer,Angela Ramsey,litzy.conner@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Voluntary,Crime west best industry right alone begin.,Software Engineering,Aerial,3-19-1997,MA,Foreman,Female,42710,Asian,Divorced,Fully Meets,3
1079,Joanna,Burnett,Joanna Burnett,04-07-2021,05-01-2022,Shared Services Manager,Malik Smith,joanna.burnett@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Story knowledge policy. Board tax treatment.,Software Engineering,Project Management - Eng,04-11-2000,MA,Manager,Female,21279,Hispanic,Divorced,Fully Meets,3
1081,Armani,Porter,Armani Porter,1-17-2022,08-10-2022,Software Engineer,Kayla Ibarra,armani.porter@bilearner.com,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Imagine plant southern sound reduce.,Software Engineering,General - Con,8-24-1965,MA,Laborer,Male,53628,Asian,Divorced,Fully Meets,3
1082,Taylor,Sanders,Taylor Sanders,09-02-2021,6-27-2023,Software Engineer,Ryan Mathews,taylor.sanders@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Retirement,Resource top fear shake green view great which.,Software Engineering,General - Con,03-03-1976,MA,Technician,Male,84761,Other,Married,Fully Meets,3
1086,Ava,Pace,Ava Pace,08-12-2022,10-20-2022,Software Engineer,Justin Young,ava.pace@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Voluntary,Thousand both simple network let.,Software Engineering,Field Operations,7-30-1973,MA,Supervisor,Female,23203,Black,Single,Fully Meets,3
1087,Delaney,Bruce,Delaney Bruce,07-08-2022,08-04-2023,Software Engineer,Robert Salinas,delaney.bruce@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Voluntary,Party explain perhaps.,Software Engineering,Field Operations,08-05-1974,MA,Tower Hand,Female,18844,Other,Married,Fully Meets,3
1088,Jair,Bullock,Jair Bullock,8-15-2020,1-23-2021,Software Engineer,Mary Anderson,jair.bullock@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Resignation,Specific fire rate fly clearly.,Software Engineering,General - Con,04-08-1991,MA,Foreman,Female,64815,White,Widowed,Fully Meets,3
1089,Kayla,Farrell,Kayla Farrell,5-27-2023,6-14-2023,Software Engineer,Jennifer Stevens,kayla.farrell@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Involuntary,Your plant win seem hair him career style.,Software Engineering,Wireline Construction,4-29-1953,MA,Groundman,Female,69860,Black,Married,Fully Meets,3
1091,Carl,Desimone,Carl Desimone,11-16-2018,04-03-2021,Production Technician I,Daniel Booth,carl.desimone@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Involuntary,Fine use card current agent.,Production       ,General - Sga,8-26-1986,MA,Supervisor,Male,2061,Asian,Single,Fully Meets,3
1096,Linda,Anderson,Linda Anderson,2-15-2022,10-19-2022,Production Technician I,Adam Hunt,linda.anderson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Voluntary,Issue loss day provide everyone white.,Production       ,Shop (Fleet),01-11-1973,MA,Mechanic,Female,1844,Asian,Married,Fully Meets,3
1097,Nilson,Fernandes,Nilson Fernandes,7-17-2023,08-03-2023,Production Technician I,Jeffrey Saunders,nilson.fernandes@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Involuntary,Blue star hospital work.,Production       ,Field Operations,08-02-1999,MA,Technician,Male,2132,Hispanic,Divorced,Fully Meets,3
1098,Alain,Robinson,Alain Robinson,05-03-2019,06-02-2023,Production Technician I,Stephanie Griffin,alain.robinson@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Meet fight night. Image room nation.,Production       ,General - Eng,01-10-1993,MA,Engineer,Male,1420,Asian,Widowed,Fully Meets,3
1099,Seffi,Shields,Seffi Shields,3-25-2022,4-22-2022,Production Technician I,Robert Sullivan,seffi.shields@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Retirement,Person say might throw war scientist.,Production       ,Field Operations,12-24-1971,MA,Laborer,Female,2149,Other,Single,Fully Meets,3
1103,Samuel,MacLennan,Samuel MacLennan,04-11-2021,5-27-2023,Production Technician I,Chad Moreno,samuel.maclennan@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Garden sit drive assume large seat.,Production       ,Splicing,04-02-1957,MA,Splicer,Male,1938,Asian,Widowed,Fully Meets,3
1105,Shakira,Perry,Shakira Perry,10-08-2020,12-04-2022,Production Technician I,Mark Jacobs,shakira.perry@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Others suggest generation budget large west real.,Production       ,General - Con,10-11-1948,MA,Technician,Female,2176,Hispanic,Single,Fully Meets,3
1109,Enola,Chivukula,Enola Chivukula,06-11-2022,9-25-2022,Production Technician I,Timothy Moore,enola.chivukula@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Large although outside technology office.,Production       ,Field Operations,10-01-1981,MA,Laborer,Female,1775,White,Divorced,Fully Meets,3
